286	1.955401e-04
3473	1.933551e-04
4951	1.900975e-04
3890	1.886822e-04
7365	1.866023e-04
6359	1.852704e-04
4352	1.797318e-04
7032	1.792112e-04
7541	1.787678e-04
3699	1.782195e-04
4877	1.762914e-04
3242	1.744837e-04
6503	1.735692e-04
4221	1.727686e-04
7293	1.720813e-04
2276	1.718089e-04
1189	1.717977e-04
1441	1.694365e-04
1866	1.686345e-04
8602	1.681772e-04
5012	1.681762e-04
2342	1.680440e-04
4660	1.674503e-04
7353	1.668406e-04
1237	1.667462e-04
257	1.667366e-04
8036	1.666050e-04
8314	1.666041e-04
7633	1.665043e-04
2797	1.663664e-04
6901	1.656572e-04
5303	1.654457e-04
9602	1.653995e-04
7451	1.653298e-04
2289	1.650885e-04
6579	1.643829e-04
1522	1.643738e-04
7833	1.640945e-04
7036	1.638907e-04
3916	1.638423e-04
1312	1.636522e-04
2026	1.632342e-04
8754	1.630739e-04
9559	1.627791e-04
3279	1.627192e-04
4384	1.626878e-04
5553	1.625927e-04
248	1.625009e-04
2568	1.624062e-04
1279	1.623911e-04
3683	1.616111e-04
1169	1.615079e-04
7016	1.612286e-04
6180	1.611649e-04
8914	1.610856e-04
7846	1.610712e-04
7497	1.608297e-04
5798	1.603965e-04
6898	1.603842e-04
2730	1.601351e-04
6655	1.601323e-04
1890	1.601133e-04
8065	1.600905e-04
9287	1.599401e-04
5421	1.595946e-04
9367	1.594010e-04
6500	1.593124e-04
517	1.592755e-04
8561	1.592475e-04
4240	1.591814e-04
5568	1.586447e-04
3545	1.584469e-04
8550	1.583910e-04
200	1.582947e-04
9747	1.580050e-04
2645	1.577728e-04
3145	1.577291e-04
1490	1.576389e-04
9043	1.575040e-04
614	1.575039e-04
8517	1.574935e-04
1340	1.574768e-04
70	1.571512e-04
1798	1.571017e-04
7220	1.568169e-04
348	1.568162e-04
1042	1.565573e-04
7854	1.558466e-04
9910	1.558302e-04
8278	1.558184e-04
472	1.556791e-04
6158	1.556572e-04
3340	1.555782e-04
226	1.555721e-04
6030	1.555414e-04
1493	1.554122e-04
8937	1.552854e-04
9520	1.552207e-04
3483	1.550295e-04
2794	1.549239e-04
