286	0.00019554
3473	0.000193355
4951	0.000190097
3890	0.000188682
7365	0.000186602
6359	0.00018527
4352	0.000179732
7032	0.000179211
7541	0.000178768
3699	0.00017822
4877	0.000176291
3242	0.000174483
6503	0.000173569
4221	0.000172768
7293	0.000172081
2276	0.000171809
1189	0.000171798
1441	0.000169436
1866	0.000168634
8602	0.000168177
5012	0.000168176
2342	0.000168044
4660	0.00016745
7353	0.00016684
1237	0.000166746
257	0.000166736
8036	0.000166605
8314	0.000166604
7633	0.000166504
2797	0.000166366
6901	0.000165657
5303	0.000165446
9602	0.000165399
7451	0.00016533
2289	0.000165088
6579	0.000164383
1522	0.000164374
7833	0.000164094
7036	0.000163891
3916	0.000163842
1312	0.000163652
2026	0.000163234
8754	0.000163074
9559	0.000162779
3279	0.000162719
4384	0.000162688
5553	0.000162593
248	0.000162501
2568	0.000162406
1279	0.000162391
3683	0.000161611
1169	0.000161508
7016	0.000161228
6180	0.000161165
8914	0.000161085
7846	0.000161071
7497	0.00016083
5798	0.000160396
6898	0.000160384
2730	0.000160135
6655	0.000160132
1890	0.000160113
8065	0.000160091
9287	0.00015994
5421	0.000159594
9367	0.000159401
6500	0.000159312
517	0.000159275
8561	0.000159247
4240	0.000159181
5568	0.000158644
3545	0.000158447
8550	0.000158391
200	0.000158295
9747	0.000158005
2645	0.000157773
3145	0.000157729
1490	0.000157639
614	0.000157504
9043	0.000157504
8517	0.000157493
1340	0.000157477
70	0.000157151
1798	0.000157102
7220	0.000156817
348	0.000156816
1042	0.000156557
7854	0.000155847
9910	0.00015583
8278	0.000155818
472	0.000155679
6158	0.000155657
3340	0.000155578
226	0.000155572
6030	0.000155541
1493	0.000155412
8937	0.000155285
9520	0.000155221
3483	0.000155029
2794	0.000154924
